"Taxon sort","UltrataxonID","Taxon Level","SpNo","TaxonID","Taxon name","Taxon scientific name","Family common name","Family scientific name","Order","Population","Australian conservation status","Taxonomic notes","v2 change","v2 change notes"
1180,"u","sp",596,"u596","Bar-breasted Honeyeater","Ramsayornis fasciatus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1181,"u","sp",452,"u452","Gibberbird","Ashbyia lovensis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1182,"u","sp",449,"u449","Crimson Chat","Epthianura tricolor","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1183,"u","sp",450,"u450","Orange Chat","Epthianura aurifrons","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1184,,"sp",451,451,"Yellow Chat","Epthianura crocea","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1185,"u","ssp",451,"u451a","Inland Yellow Chat","Epthianura crocea crocea","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1186,"u","ssp",451,"u451b","Capricorn Yellow Chat","Epthianura crocea macgregori","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Endangered","Subspecies from Schodde and Mason (1999)",,
1187,"u","ssp",451,"u451c","Alligator Rivers Yellow Chat","Epthianura crocea tunneyi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Endangered","Subspecies from Schodde and Mason (1999)",,
1188,"u","sp",448,"u448","White-fronted Chat","Epthianura albifrons","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1189,"u","sp",628,"u628","White-gaped Honeyeater","Stomiopera unicolor","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1190,,"sp",626,626,"Yellow Honeyeater","Stomiopera flava","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1191,"u","ssp",626,"u626a","Southern Yellow Honeyeater","Stomiopera flavus addendus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1192,"u","ssp",626,"u626b","Cape York Yellow Honeyeater","Stomiopera flavus flavus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1193,,"sp",605,605,"Lewin's Honeyeater","Meliphaga lewinii","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1194,"u","ssp",605,"u605a","McIlwraith Range Lewin's Honeyeater","Meliphaga lewinii amphochlora","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1195,"u","ssp",605,"u605b","Southern Lewin's Honeyeater","Meliphaga lewinii lewinii","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1196,"u","ssp",605,"u605c","Central Queensland Coast Lewin's Honeyeater","Meliphaga lewinii mab","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1197,,"sp",606,606,"Yellow-spotted Honeyeater","Meliphaga notata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1198,"u","ssp",606,"u606a","Wet Tropics Yellow-spotted Honeyeater","Meliphaga notata mixta","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1199,"u","ssp",606,"u606b","Cape York Yellow-spotted Honeyeater","Meliphaga notata notata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1200,,"sp",612,612,"Graceful Honeyeater","Microptilotis gracilis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,"Genus",
1201,"u","ssp",612,"u612a","Wet Tropics Graceful Honeyeater","Microptilotis gracilis gracilis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1202,"u","ssp",612,"u612b","Cape York Graceful Honeyeater","Microptilotis gracilis imitatrix","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1203,,"sp",607,607,"White-lined Honeyeater","Microptilotis albilineata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","[BLI Taxonomic note; Meliphaga albilineata (Sibley and Monroe 1990, 1993; Christidis and Boles 1994) was split into M. albilineata and M. fordiana by Christidis and Boles (2008) but this treatment is not followed by the BirdLife Taxonomic Working Group (BTWG) because the authors base their treatment on genetic differences between the two taxa but do not quantify what levels of genetic differentiation are acceptable for species level recognition; the BTWG adopts the view of Edwards et al. (2005) that intrageneric genetic differentiation alone is an unsatisfactory basis for species recognition. Furthermore, the BTWG note that Schodde and Mason (1999) describe morphological differences between the two forms as 'fine' and their assertion that there are marked differences in territorial song is undermined by Higgins et al. (2001) who state that further investigation is required; Christidis and Boles (2008) make no reference to vocal differences suggesting that the only basis for this split is molecular evidence.]","Genus",
1204,"u","ssp",607,"u607a","Top End White-lined Honeyeater","Microptilotis albilineata albilineata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1205,"u","ssp",607,"u607b","Kimberley White-lined Honeyeater","Microptilotis albilineata fordiana","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999). [BLI taxonomic note: Meliphaga albilineata (Sibley and Monroe 1990, 1993; Christidis and Boles 1994) was split into M. albilineata and M. fordiana by Christidis and Boles (2008) but this treatment is not followed by the BirdLife Taxonomic Working Group (BTWG) because the authors base their treatment on genetic differences between the two taxa but do not quantify what levels of genetic differentiation are acceptable for species level recognition; the BTWG adopts the view of Edwards et al. (2005) that intrageneric genetic differentiation alone is an unsatisfactory basis for species recognition. Furthermore, the BTWG note that Schodde and Mason (1999) describe morphological differences between the two forms as 'fine' and their assertion that there are marked differences in territorial song is undermined by Higgins et al. (2001) who state that further investigation is required; Christidis and Boles (2008) make no reference to vocal differences suggesting that the only basis for this split is molecular evidence.]","Genus",
1206,"u","sp",640,"u640","Spiny-cheeked Honeyeater","Acanthagenys rufogularis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1207,"u","sp",712,"u712","Western Wattlebird","Anthochaera lunulata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1208,,"sp",710,710,"Little Wattlebird","Anthochaera chrysoptera","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1209,"u","ssp",710,"u710a","South-eastern Little Wattlebird","Anthochaera chrysoptera chrysoptera","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1210,"u","ssp",710,"u710b","Kangaroo Island Little Wattlebird","Anthochaera chrysoptera halmaturina","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1211,"u","ssp",710,"u710c","Tasmanian Little Wattlebird","Anthochaera chrysoptera tasmanica","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1212,"u","sp",603,"u603","Regent Honeyeater","Anthochaera phrygia","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Critically endangered",,,
1213,,"sp",638,638,"Red Wattlebird","Anthochaera carunculata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1214,"u","ssp",638,"u638a","Eastern Red Wattlebird","Anthochaera carunculata carunculata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1215,"u","ssp",638,"u638b","Kangaroo Island Red Wattlebird","Anthochaera carunculata clelandi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1216,"u","ssp",638,"u638c","Western Red Wattlebird","Anthochaera carunculata woodwardi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1217,,"sp",639,639,"Yellow Wattlebird","Anthochaera paradoxa","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1218,"u","ssp",639,"u639a","King Island Yellow Wattlebird","Anthochaera paradoxa kingi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Near threatened","Subspecies from Schodde and Mason (1999)",,
1219,"u","ssp",639,"u639b","Tasmanian Yellow Wattlebird","Anthochaera paradoxa paradoxa","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1220,"u","sp",611,"u611","Bridled Honeyeater","Bolemoreus frenatus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1221,"u","sp",834,"u834","Eungella Honeyeater","Bolemoreus hindwoodi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1222,,"sp",608,608,"Singing Honeyeater","Gavicalis virescens","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1223,"u","ssp",608,"u608a","Top End Singing Honeyeater","Gavicalis virescens cooperi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1224,"u","ssp",608,"u608b","Inland Singing Honeyeater","Gavicalis virescens forresti","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1225,"u","ssp",608,"u608c","South-eastern Singing Honeyeater","Gavicalis virescens sonorus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1226,"u","ssp",608,"u608d","South-western Singing Honeyeater","Gavicalis virescens virescens","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1227,,"sp",609,609,"Varied Honeyeater","Gavicalis versicolor","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,"Genus",
1228,"u","ssp",609,"u609","Torresian Varied Honeyeater","Gavicalis versicolor versicolor","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1229,"u","sp",610,"u610","Mangrove Honeyeater","Gavicalis fasciogularis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1230,"u","sp",621,"u621","Grey-headed Honeyeater","Ptilotula keartlandi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1231,"u","sp",622,"u622","Yellow-plumed Honeyeater","Ptilotula ornata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1232,,"sp",623,623,"Grey-fronted Honeyeater","Ptilotula plumula","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1233,"u","ssp",623,"u623a","Eastern Grey-fronted Honeyeater","Ptilotula plumula graingeri","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1234,"u","ssp",623,"u623b","Northern Grey-fronted Honeyeater","Ptilotula plumula planasi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1235,"u","ssp",623,"u623c","Western Grey-fronted Honeyeater","Ptilotula plumula plumulus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1236,,"sp",613,613,"Fuscous Honeyeater","Ptilotula fusca","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1237,"u","ssp",613,"u613a","Southern Fuscous Honeyeater","Ptilotula fusca fusca","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1238,"u","ssp",613,"u613b","Northern Fuscous Honeyeater","Ptilotula fusca subgermanus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1239,,"sp",624,624,"Yellow-tinted Honeyeater","Ptilotula flavescens","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1240,"u","ssp",624,"u624a","Mainland Yellow-tinted Honeyeater","Ptilotula flavescens flavescens","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1241,"u","ssp",624,"u624b","Tiwi Islands Yellow-tinted Honeyeater","Ptilotula flavescens melvillensis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1242,,"sp",625,625,"White-plumed Honeyeater","Ptilotula penicillata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1243,"u","ssp",625,"u625a","Kimberley White-plumed Honeyeater","Ptilotula penicillata calconi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1244,"u","ssp",625,"u625b","Western White-plumed Honeyeater","Ptilotula penicillata carteri","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1245,"u","ssp",625,"u625c","Central White-plumed Honeyeater","Ptilotula penicillata leilavalensis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1246,"u","ssp",625,"u625d","Eastern White-plumed Honeyeater","Ptilotula penicillata penicillatus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1247,"u","sp",594,"u594","White-fronted Honeyeater","Purnella albifrons","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1248,,"sp",614,614,"Yellow-faced Honeyeater","Caligavis chrysops","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1249,"u","ssp",614,"u614a","Wet Tropics Yellow-faced Honeyeater","Caligavis chrysops barroni","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1250,"u","ssp",614,"u614b","South-eastern Yellow-faced Honeyeater","Caligavis chrysops chrysops","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
